run ----        objective        ---- violation
--- ---- ----------------------- ---- ---------
  1 ---- -0.99999917594114073882 ----         0
  2 ---- -0.99999673336424366177 ----         0
  3 ---- -0.99999673336424366177 ----         0
  4 ---- -0.99999871792985706165 ----         0
  5 ---- -0.99999673336424366177 ----         0
  6 ----  -0.9999918291167221307 ----         0
  7 ---- -0.99999992398091763768 ----         0
  8 ---- -0.99999646455099955311 ----         0
  9 ---- -0.99999673336424366177 ----         0
 10 ---- -0.99999871792985706165 ----         0
 11 ---- -0.99999917594114073882 ----         0
 12 ---- -0.99999871792985706165 ----         0
 13 ---- -0.99999218507417775292 ----         0
 14 ---- -0.99999820937445882407 ----         0
 15 ---- -0.99999750947121535116 ----         0
 16 ---- -0.99999917594114073882 ----         0
 17 ---- -0.99999248645702221161 ----         0
 18 ---- -0.99999248645702221161 ----         0
 19 ---- -0.99998381135839964351 ----         0
 20 ---- -0.99999579337366517606 ----         0
 21 ---- -0.99999673336424366177 ----         0
 22 ---- -0.99999218507417775292 ----         0
 23 ---- -0.99999871792985706165 ----         0
 24 ---- -0.99999665056928088713 ----         0
 25 ---- -0.99999826311723727379 ----         0
 26 ---- -0.99999673336424366177 ----         0
 27 ---- -0.99999917594114073882 ----         0
 28 ---- -0.99999917594114073882 ----         0
 29 ---- -0.99999917594114073882 ----         0
 30 ---- -0.99999871792985706165 ----         0
 31 ---- -0.99999646455099955311 ----         0
 32 ---- -0.99998564951011936763 ----         0
 33 ---- -0.99999820937445882407 ----         0
 34 ---- -0.99999917594114073882 ----         0
 35 ----  -0.9999918291167221307 ----         0
 36 ---- -0.99999917594114073882 ----         0
 37 ---- -0.99999917594114073882 ----         0
 38 ---- -0.99999820937445882407 ----         0
 39 ---- -0.99999826311723727379 ----         0
 40 ---- -0.99999917594114073882 ----         0
 41 ---- -0.99999690765142434934 ----         0
 42 ---- -0.99999218507417775292 ----         0
 43 ---- -0.99999579337366517606 ----         0
 44 ---- -0.99999673336424366177 ----         0
 45 ---- -0.99999646455099955311 ----         0
 46 ---- -0.99999646455099955311 ----         0
 47 ---- -0.99999218507417775292 ----         0
 48 ---- -0.99998996286324470795 ----         0
 49 ---- -0.99999917594114073882 ----         0
 50 ---- -0.99999949050162595388 ----         0
