run ----       objective        ---- violation
--- ---- ---------------------- ---- ---------
  1 ---- 0.75000000000000144329 ----         0
  2 ---- 0.75000000000000044409 ----         0
  3 ---- 0.75000000000000355271 ----         0
  4 ---- 0.75000000000000033307 ----         0
  5 ---- 0.75000000000000377476 ----         0
  6 ---- 0.75000000000000444089 ----         0
  7 ---- 0.75000000000000033307 ----         0
  8 ---- 0.75000000000000355271 ----         0
  9 ---- 0.75000000000000444089 ----         0
 10 ---- 0.75000000000000033307 ----         0
 11 ---- 0.75000000000000144329 ----         0
 12 ---- 0.75000000000000355271 ----         0
 13 ---- 0.75000000000000355271 ----         0
 14 ---- 0.75000000000000033307 ----         0
 15 ---- 0.75000000000000821565 ----         0
 16 ---- 0.75000000000000377476 ----         0
 17 ---- 0.75000000000000011102 ----         0
 18 ---- 0.75000000000000022204 ----         0
 19 ---- 0.75000000000000355271 ----         0
 20 ----                   0.75 ----         0
 21 ---- 0.75000000000000011102 ----         0
 22 ---- 0.75000000000000155431 ----         0
 23 ---- 0.75000000000000166533 ----         0
 24 ---- 0.75000000000000033307 ----         0
 25 ---- 0.75000000000000044409 ----         0
 26 ---- 0.75000000000000011102 ----         0
 27 ---- 0.75000000000000355271 ----         0
 28 ---- 0.75000000000000011102 ----         0
 29 ---- 0.75000000000000166533 ----         0
 30 ---- 0.75000000000000033307 ----         0
 31 ---- 0.75000000000000044409 ----         0
 32 ---- 0.75000000000000144329 ----         0
 33 ---- 0.75000000000000155431 ----         0
 34 ---- 0.75000000000000033307 ----         0
 35 ---- 0.75000000000000033307 ----         0
 36 ---- 0.75000000000000033307 ----         0
 37 ---- 0.75000000000000033307 ----         0
 38 ---- 0.75000000000000044409 ----         0
 39 ---- 0.75000000000000033307 ----         0
 40 ---- 0.75000000000000355271 ----         0
 41 ---- 0.75000000000000033307 ----         0
 42 ---- 0.75000000000000144329 ----         0
 43 ---- 0.75000000000000155431 ----         0
 44 ---- 0.75000000000000965894 ----         0
 45 ---- 0.75000000000000377476 ----         0
 46 ---- 0.75000000000000033307 ----         0
 47 ---- 0.75000000000000355271 ----         0
 48 ----                   0.75 ----         0
 49 ---- 0.75000000000000355271 ----         0
 50 ---- 0.75000000000000355271 ----         0
